id,refInterna,nome,concelho,estado,promotor,tipologias,conclusaoAno,conclusaoMes,preco_m2,precoPedido,link,_lat,_lng,isEmpreendimento
quinta-cravel---kori,,Quinta Cravel - Kori,,em_construcao,,,2027,12,,,https://cravel.kori.com.pt/?gad_source=1&gad_campaignid=22223823485&gbraid=0AAAAAocFJYoonkKlwyALqE-vzoveWIpd0&gclid=Cj0KCQjw9obIBhCAARIsAGHm1mQB7ELrjFX8xIIk_jqrKRmhtt-e1DrFAru9NzE4ExOFVNCawu3NOUIaAuuoEALw_wcB,41.11408571715527,-8.60131763155496,true
casal-de-passos,,Casal de Passos,,,,,,,,,,41.16276321077935,-8.670590208487024,true
flores,,Flores,Porto,em_construcao,Douro Habitat,,2026,12,,,https://www.dourohabitat.com/praca-das-flores-porto,41.156491771569364,-8.590431714223085,true
campo-do-ouro,,Campo do Ouro,Penafiel,licenciado,MCaetano,,2028,12,,,,41.22006286914844,-8.25050196676966,true
le-parc,,LE PARC,VILA NOVA DE GAIA,em_construcao,EFIMOVEIS,T3,2025,12,4000,,https://admin.egorealestate.com/egocore/development/25072552,41.13093844241951,-8.647862449427462,true
privilege,,PRIVILEGE,VILA NOVA DE GAIA,em_construcao,4A EMPREENDIMENTOS,T1 | T2 | T3 | T4,2026,4,,,https://4a.pt/empreendimentos/privilege/,41.12676720277578,-8.629419439680488,true
smart-concept,,SMART CONCEPT,VILA NOVA DE GAIA,em_construcao,FOUR PARTNERS,Smart 1 | Smart2 | Smart 2 Duplex,2028,2,,,https://smartconceptgaia.pt/#local,41.13062675920475,-8.627559034562012,true
ocean-side,,OCEAN SIDE,VILA NOVA DE GAIA,licenciado,FOUR PARTNERS,T1 | T2 | T3 | T3 DUP,,,,,https://4a.pt/empreendimentos/ocean-side/,41.13024596230538,-8.65335283092408,true
evidence,,EVIDENCE,VILA NOVA DE GAIA,licenciado,FOUR PARTNERS,T1 | T2 | T3,2028,2,,,https://4a.pt/empreendimentos/evidence/,41.12640353147233,-8.63018118705627,true
collegium-canidelo,,COLLEGIUM CANIDELO,VILA NOVA DE GAIA,em_construcao,CARFAM INVESTIMENTOS IMOBILIÁRIOS,T1 | T2 | T3,2026,4,,,https://carfam.pt/projectos-em-desenvolvimentos/,41.12867592074932,-8.64977905140046,true
GPP-2025-001,GPP-2025-001,APARTAMENTO T1 - AV. PREMIUM,VILA NOVA DE GAIA,em_construcao,,T1,2025,12,3604,269000,,41.11708188512236,-8.606825545756307,false
APA_53911,APA_53911,APARTAMENTO T3,PORTO,concluido,,T3,2025,11,3967,365000,https://www.garveturproperties.com/detalhes-do-imovel/apartamento-t3-novo-em-ramalde-porto/24795389,41.172637510091,-8.652321918771056,false
APA_53244,APA_53244,APARTAMENTO T1 - AV. DE GAIA no GREEN HOUSE,VILA NOVA DE GAIA,em_construcao,,T1,2026,7,5564,285990,https://www.garveturproperties.com/detalhes-do-imovel/apartamento-t1-em-localizacao-privilegiada-vila-nova-de-gaia/23068610,41.127191519453355,-8.606994221005051,false
APA_52762,APA_52762,Apartamento Dup. T3 - Canide Norte,Vila Nova de Gaia,concluido,,,,,8080,1090000,https://www.garveturproperties.com/detalhes-do-imovel/apartamento-t3-penthouse-com-piscina-privativa-no-canidelo-vila-nova-de-gaia/21648306,41.116037912106925,-8.661272616920101,false
HAB_52909,HAB_52909,Moradia T4 na Rua do Pinheiro Manso,Porto,concluido,,,,,10599,2300000,https://www.garveturproperties.com/detalhes-do-imovel/moradia-isolada-de-prestigio-com-arquitetura-dos-anos-60-no-porto/21766465,41.16225753811006,-8.6527492880814,false
